"","date","county","state","cases","deaths","cs","casemax","deathmax","n","firstday","chard","hard","ndate","CasePctIncrease","dcases"
"17925",2020-04-18,"Lehigh","Pennsylvania",2141,29,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18370,2.28865016347501,-10.2281584131294
"17926",2020-04-19,"Lehigh","Pennsylvania",2203,32,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18371,2.81434407625965,-1.51574179743986
"17927",2020-04-20,"Lehigh","Pennsylvania",2245,33,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18372,1.87082405345212,5.28635778570114
"17928",2020-04-21,"Lehigh","Pennsylvania",2295,49,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18373,2.17864923747277,4.81750734064343
"17929",2020-04-22,"Lehigh","Pennsylvania",2374,49,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18374,3.32771693344566,0.578368634858994
"17930",2020-04-23,"Lehigh","Pennsylvania",2418,49,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18375,1.81968569065343,1.43023643146996
"17931",2020-04-24,"Lehigh","Pennsylvania",2478,49,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18376,2.42130750605327,-0.787963697577501
"17932",2020-04-25,"Lehigh","Pennsylvania",2551,50,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18377,2.86162289298314,-7.42212606889641
"17933",2020-04-26,"Lehigh","Pennsylvania",2601,51,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18378,1.92233756247597,-11.657070571046
"17934",2020-04-27,"Lehigh","Pennsylvania",2636,56,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18379,1.32776934749621,-2.78024229758552
"17935",2020-04-28,"Lehigh","Pennsylvania",2685,64,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18380,1.82495344506518,11.1087799158956
"17936",2020-04-29,"Lehigh","Pennsylvania",2719,72,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18381,1.25045972784112,11.1978623273676
"17937",2020-04-30,"Lehigh","Pennsylvania",2796,74,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18382,2.75393419170243,-3.20440669999382
"17938",2020-05-01,"Lehigh","Pennsylvania",2850,80,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18383,1.89473684210526,-14.1880192844642
"17939",2020-05-02,"Lehigh","Pennsylvania",2896,83,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18384,1.58839779005525,-10.2861326847971
"17940",2020-05-03,"Lehigh","Pennsylvania",2924,83,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18385,0.957592339261286,1.36667632170505
"17941",2020-05-04,"Lehigh","Pennsylvania",2963,83,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18386,1.31623354708066,9.42990459942025
"17942",2020-05-05,"Lehigh","Pennsylvania",2999,94,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18387,1.20040013337779,5.79892110406144
"17943",2020-05-06,"Lehigh","Pennsylvania",3063,102,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18388,2.08945478289259,-6.2904020730364
"17944",2020-05-07,"Lehigh","Pennsylvania",3102,111,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18389,1.25725338491296,-5.54296689218971
"17945",2020-05-08,"Lehigh","Pennsylvania",3140,114,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18390,1.21019108280255,4.891313062383
"17946",2020-05-09,"Lehigh","Pennsylvania",3169,120,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18391,0.915115178289681,0.567426166779601
"17947",2020-05-10,"Lehigh","Pennsylvania",3241,121,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18392,2.22153656278926,-8.63225753468337
"17948",2020-05-11,"Lehigh","Pennsylvania",3259,121,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18393,0.552316661552623,-7.87738795122592
"17949",2020-05-12,"Lehigh","Pennsylvania",3286,123,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18394,0.821667681071211,7.78001496361538
"17950",2020-05-13,"Lehigh","Pennsylvania",3318,129,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18395,0.964436407474382,7.29206505997533
"17951",2020-05-14,"Lehigh","Pennsylvania",3378,133,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18396,1.77619893428064,-4.42259619512013
"17952",2020-05-15,"Lehigh","Pennsylvania",3396,136,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18397,0.530035335689046,-4.30091336456215
"17953",2020-05-16,"Lehigh","Pennsylvania",3440,139,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18398,1.27906976744186,-5.24635862813294
"17954",2020-05-17,"Lehigh","Pennsylvania",3470,139,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18399,0.864553314121038,-3.76307434458481
"17955",2020-05-18,"Lehigh","Pennsylvania",3491,173,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18400,0.601546834717846,1.0433989030147
"17956",2020-05-19,"Lehigh","Pennsylvania",3513,182,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18401,0.62624537432394,6.57166289035041
"17957",2020-05-20,"Lehigh","Pennsylvania",3550,188,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18402,1.04225352112676,2.17166841658096
"17958",2020-05-21,"Lehigh","Pennsylvania",3586,192,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18403,1.00390407138873,-7.34043334113749
"17959",2020-05-22,"Lehigh","Pennsylvania",3613,197,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18404,0.747301411569333,-6.49844200480741
"17960",2020-05-23,"Lehigh","Pennsylvania",3628,202,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18405,0.413450937155458,-3.1685936675301
"17961",2020-05-24,"Lehigh","Pennsylvania",3651,206,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18406,0.629964393316899,-2.13785049686113
"17962",2020-05-25,"Lehigh","Pennsylvania",3667,209,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18407,0.436323970548132,-0.326938567254686
"17963",2020-05-26,"Lehigh","Pennsylvania",3676,210,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18408,0.244831338411317,3.26600379810136
"17964",2020-05-27,"Lehigh","Pennsylvania",3699,215,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18409,0.621789672884563,2.21968496140126
"17965",2020-05-28,"Lehigh","Pennsylvania",3719,218,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18410,0.537778972842162,-2.83494573268416
"17966",2020-05-29,"Lehigh","Pennsylvania",3738,222,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18411,0.508293204922418,-3.84378562486621
"17967",2020-05-30,"Lehigh","Pennsylvania",3747,228,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18412,0.240192153722978,-2.91975672728045
"17968",2020-05-31,"Lehigh","Pennsylvania",3765,228,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18413,0.47808764940239,-1.12570905820716
"17969",2020-06-01,"Lehigh","Pennsylvania",3770,228,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18414,0.13262599469496,2.58842937620894
"17970",2020-06-02,"Lehigh","Pennsylvania",3780,235,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18415,0.264550264550265,3.5540416853582
"17971",2020-06-03,"Lehigh","Pennsylvania",3802,239,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18416,0.578642819568648,0.821758462802321
"17972",2020-06-04,"Lehigh","Pennsylvania",3817,242,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18417,0.392978779145926,-1.88917280728729
"17973",2020-06-05,"Lehigh","Pennsylvania",3829,245,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18418,0.313397753982763,-1.45137657170006
"17974",2020-06-06,"Lehigh","Pennsylvania",3846,248,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18419,0.442017680707228,0.792577028452363
"17975",2020-06-07,"Lehigh","Pennsylvania",3858,248,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18420,0.31104199066874,0.372742298847768
"17976",2020-06-08,"Lehigh","Pennsylvania",3871,249,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18421,0.335830534745544,-1.25214003395772
"17977",2020-06-09,"Lehigh","Pennsylvania",3890,253,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18422,0.488431876606684,-2.89747585938336
"17978",2020-06-10,"Lehigh","Pennsylvania",3895,259,"Lehigh   Pennsylvania",3895,259,88,2020-03-15,2020-03-25,2020-04-01,18423,0.128369704749679,-4.83741179340459
"17979",2020-03-24,"Luzerne","Pennsylvania",21,0,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18345,NA,1.82700760169623
"17980",2020-03-25,"Luzerne","Pennsylvania",27,1,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18346,22.2222222222222,2.0598956314751
"17981",2020-03-26,"Luzerne","Pennsylvania",36,1,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18347,25,2.3013481789729
"17982",2020-03-27,"Luzerne","Pennsylvania",55,2,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18348,34.5454545454545,5.15842648444286
"17983",2020-03-28,"Luzerne","Pennsylvania",65,2,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18349,15.3846153846154,13.4448182040127
"17984",2020-03-29,"Luzerne","Pennsylvania",94,2,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18350,30.8510638297872,18.3068647174849
"17985",2020-03-30,"Luzerne","Pennsylvania",150,3,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18351,37.3333333333333,13.7767620187237
"17986",2020-03-31,"Luzerne","Pennsylvania",212,4,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18352,29.2452830188679,11.9476744163838
"17987",2020-04-01,"Luzerne","Pennsylvania",282,4,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18353,24.822695035461,22.0269116050582
"17988",2020-04-02,"Luzerne","Pennsylvania",384,5,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18354,26.5625,23.0605885781037
"17989",2020-04-03,"Luzerne","Pennsylvania",484,5,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18355,20.6611570247934,7.40606889516701
"17990",2020-04-04,"Luzerne","Pennsylvania",648,5,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18356,25.3086419753086,-11.6253988774623
"17991",2020-04-05,"Luzerne","Pennsylvania",741,5,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18357,12.5506072874494,-0.771973532529819
"17992",2020-04-06,"Luzerne","Pennsylvania",849,5,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18358,12.7208480565371,17.5053940343012
"17993",2020-04-07,"Luzerne","Pennsylvania",982,8,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18359,13.5437881873727,4.8743657887433
"17994",2020-04-08,"Luzerne","Pennsylvania",1134,11,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18360,13.4038800705467,-21.2746042005737
"17995",2020-04-09,"Luzerne","Pennsylvania",1241,12,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18361,8.62207896857373,-35.9384457528915
"17996",2020-04-10,"Luzerne","Pennsylvania",1325,15,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18362,6.33962264150943,-28.4366278017677
"17997",2020-04-11,"Luzerne","Pennsylvania",1372,17,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18363,3.42565597667638,-13.0916894615174
"17998",2020-04-12,"Luzerne","Pennsylvania",1411,17,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18364,2.76399716513111,6.90752414259956
"17999",2020-04-13,"Luzerne","Pennsylvania",1446,21,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18365,2.42047026279391,9.90612446814308
"18000",2020-04-14,"Luzerne","Pennsylvania",1523,26,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18366,5.05581089954038,-0.825360146915306
"18001",2020-04-15,"Luzerne","Pennsylvania",1567,27,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18367,2.80791320995533,-3.55035794742381
"18002",2020-04-16,"Luzerne","Pennsylvania",1611,28,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18368,2.73122284295469,-2.72260632704715
"18003",2020-04-17,"Luzerne","Pennsylvania",1668,31,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18369,3.41726618705036,-4.70555196826854
"18004",2020-04-18,"Luzerne","Pennsylvania",1712,32,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18370,2.57009345794392,-11.4089041599065
"18005",2020-04-19,"Luzerne","Pennsylvania",1741,34,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18371,1.66570936243538,-4.10323455179146
"18006",2020-04-20,"Luzerne","Pennsylvania",1767,36,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18372,1.47142048670062,6.7814118601393
"18007",2020-04-21,"Luzerne","Pennsylvania",1800,50,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18373,1.83333333333333,4.23657600325817
"18008",2020-04-22,"Luzerne","Pennsylvania",1848,60,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18374,2.5974025974026,0.413272151044393
"18009",2020-04-23,"Luzerne","Pennsylvania",1880,58,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18375,1.70212765957447,0.423216735315786
"18010",2020-04-24,"Luzerne","Pennsylvania",1921,62,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18376,2.13430504945341,2.09046879715106
"18011",2020-04-25,"Luzerne","Pennsylvania",1962,66,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18377,2.08970438328237,-1.87262905418886
"18012",2020-04-26,"Luzerne","Pennsylvania",2008,67,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18378,2.29083665338645,-3.12122476818733
"18013",2020-04-27,"Luzerne","Pennsylvania",2035,71,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18379,1.32678132678133,-1.0643078583426
"18014",2020-04-28,"Luzerne","Pennsylvania",2078,74,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18380,2.06929740134745,-1.26374643781675
"18015",2020-04-29,"Luzerne","Pennsylvania",2111,82,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18381,1.56324017053529,-1.52756705575695
"18016",2020-04-30,"Luzerne","Pennsylvania",2143,88,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18382,1.49323378441437,-0.104265760496816
"18017",2020-05-01,"Luzerne","Pennsylvania",2173,92,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18383,1.38057984353428,0.135045211313499
"18018",2020-05-02,"Luzerne","Pennsylvania",2211,97,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18384,1.71867933061963,-5.43225032864257
"18019",2020-05-03,"Luzerne","Pennsylvania",2240,97,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18385,1.29464285714286,-5.95289064119866
"18020",2020-05-04,"Luzerne","Pennsylvania",2255,101,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18386,0.665188470066519,0.987004627414886
"18021",2020-05-05,"Luzerne","Pennsylvania",2280,104,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18387,1.09649122807018,2.79406684026393
"18022",2020-05-06,"Luzerne","Pennsylvania",2306,107,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18388,1.12749349522984,-4.68569125418896
"18023",2020-05-07,"Luzerne","Pennsylvania",2332,114,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18389,1.11492281303602,-2.44554300091615
"18024",2020-05-08,"Luzerne","Pennsylvania",2347,120,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18390,0.639113762249681,7.16758782422575
"18025",2020-05-09,"Luzerne","Pennsylvania",2356,111,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18391,0.382003395585739,5.83058758816428
"18026",2020-05-10,"Luzerne","Pennsylvania",2416,111,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18392,2.48344370860927,-3.42600691128885
"18027",2020-05-11,"Luzerne","Pennsylvania",2426,112,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18393,0.412201154163232,-7.98988699912749
"18028",2020-05-12,"Luzerne","Pennsylvania",2449,120,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18394,0.939158840342997,-4.46228981384025
"18029",2020-05-13,"Luzerne","Pennsylvania",2467,123,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18395,0.729631130928253,-2.05676116892205
"18030",2020-05-14,"Luzerne","Pennsylvania",2477,124,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18396,0.40371417036738,1.82393240678835
"18031",2020-05-15,"Luzerne","Pennsylvania",2491,127,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18397,0.562023283821758,1.30151361352463
"18032",2020-05-16,"Luzerne","Pennsylvania",2513,127,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18398,0.875447672105054,-2.79180891614424
"18033",2020-05-17,"Luzerne","Pennsylvania",2526,127,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18399,0.51464766429137,-1.14831577872156
"18034",2020-05-18,"Luzerne","Pennsylvania",2532,122,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18400,0.23696682464455,3.15838270834774
"18035",2020-05-19,"Luzerne","Pennsylvania",2554,124,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18401,0.861393891934221,5.01218465753655
"18036",2020-05-20,"Luzerne","Pennsylvania",2572,128,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18402,0.699844479004666,2.37059849876278
"18037",2020-05-21,"Luzerne","Pennsylvania",2594,130,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18403,0.848111025443331,-1.9020929826272
"18038",2020-05-22,"Luzerne","Pennsylvania",2620,133,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18404,0.99236641221374,-5.05314204173114
"18039",2020-05-23,"Luzerne","Pennsylvania",2631,135,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18405,0.418091980235652,-5.56805793577447
"18040",2020-05-24,"Luzerne","Pennsylvania",2645,135,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18406,0.529300567107751,-1.8208148815384
"18041",2020-05-25,"Luzerne","Pennsylvania",2651,135,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18407,0.2263296869106,1.75082501715701
"18042",2020-05-26,"Luzerne","Pennsylvania",2662,135,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18408,0.413223140495868,2.61749266707722
"18043",2020-05-27,"Luzerne","Pennsylvania",2677,138,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18409,0.560328726186029,2.68758107880771
"18044",2020-05-28,"Luzerne","Pennsylvania",2689,139,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18410,0.446262551134251,1.40657942419521
"18045",2020-05-29,"Luzerne","Pennsylvania",2711,144,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18411,0.811508668388049,-2.41811917686195
"18046",2020-05-30,"Luzerne","Pennsylvania",2722,147,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18412,0.404114621601763,-4.93307274174693
"18047",2020-05-31,"Luzerne","Pennsylvania",2736,149,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18413,0.511695906432749,-1.64674323589432
"18048",2020-06-01,"Luzerne","Pennsylvania",2739,149,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18414,0.109529025191676,1.97370227254052
"18049",2020-06-02,"Luzerne","Pennsylvania",2750,153,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18415,0.4,1.72092082763735
"18050",2020-06-03,"Luzerne","Pennsylvania",2766,155,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18416,0.578452639190166,-1.14526345836872
"18051",2020-06-04,"Luzerne","Pennsylvania",2773,156,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18417,0.252434186801298,-1.9301745026847
"18052",2020-06-05,"Luzerne","Pennsylvania",2782,157,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18418,0.323508267433501,-2.28792040920457
"18053",2020-06-06,"Luzerne","Pennsylvania",2791,157,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18419,0.322465066284486,-3.6280893080241
"18054",2020-06-07,"Luzerne","Pennsylvania",2793,157,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18420,0.0716075904045829,-1.01148514255204
"18055",2020-06-08,"Luzerne","Pennsylvania",2793,158,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18421,0,3.14134314948115
"18056",2020-06-09,"Luzerne","Pennsylvania",2798,160,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18422,0.178699070764832,4.42550204304582
"18057",2020-06-10,"Luzerne","Pennsylvania",2810,161,"Luzerne   Pennsylvania",2810,161,88,2020-03-15,2020-03-27,2020-04-01,18423,0.427046263345196,0.856646950842776
"18058",2020-03-19,"Monroe","Pennsylvania",15,0,"Monroe   Pennsylvania",1344,102,94,2020-03-09,2020-03-23,2020-04-01,18340,NA,-0.258929170904731
"18059",2020-03-20,"Monroe","Pennsylvania",19,0,"Monroe   Pennsylvania",1344,102,94,2020-03-09,2020-03-23,2020-04-01,18341,21.0526315789474,1.82692121699996
"18060",2020-03-21,"Monroe","Pennsylvania",25,0,"Monroe   Pennsylvania",1344,102,94,2020-03-09,2020-03-23,2020-04-01,18342,24,2.89599890502059
"18061",2020-03-22,"Monroe","Pennsylvania",31,0,"Monroe   Pennsylvania",1344,102,94,2020-03-09,2020-03-23,2020-04-01,18343,19.3548387096774,-0.487129538378568
"18062",2020-03-23,"Monroe","Pennsylvania",43,1,"Monroe   Pennsylvania",1344,102,94,2020-03-09,2020-03-23,2020-04-01,18344,27.906976744186,-4.35633260812312
"18063",2020-03-24,"Monroe","Pennsylvania",45,1,"Monroe   Pennsylvania",1344,102,94,2020-03-09,2020-03-23,2020-04-01,18345,4.44444444444444,2.98241096029417
"18064",2020-03-25,"Monroe","Pennsylvania",51,1,"Monroe   Pennsylvania",1344,102,94,2020-03-09,2020-03-23,2020-04-01,18346,11.7647058823529,12.1502188035682
"18065",2020-03-26,"Monroe","Pennsylvania",67,2,"Monroe   Pennsylvania",1344,102,94,2020-03-09,2020-03-23,2020-04-01,18347,23.8805970149254,2.0741872938866
"18066",2020-03-27,"Monroe","Pennsylvania",98,2,"Monroe   Pennsylvania",1344,102,94,2020-03-09,2020-03-23,2020-04-01,18348,31.6326530612245,-2.67519583490934
"18067",2020-03-28,"Monroe","Pennsylvania",106,2,"Monroe   Pennsylvania",1344,102,94,2020-03-09,2020-03-23,2020-04-01,18349,7.54716981132075,8.05607126857775
"18068",2020-03-29,"Monroe","Pennsylvania",135,3,"Monroe   Pennsylvania",1344,102,94,2020-03-09,2020-03-23,2020-04-01,18350,21.4814814814815,19.8515027219039
"18069",2020-03-30,"Monroe","Pennsylvania",182,7,"Monroe   Pennsylvania",1344,102,94,2020-03-09,2020-03-23,2020-04-01,18351,25.8241758241758,6.61912223769468
"18070",2020-03-31,"Monroe","Pennsylvania",236,7,"Monroe   Pennsylvania",1344,102,94,2020-03-09,2020-03-23,2020-04-01,18352,22.8813559322034,-12.0359019385529
"18071",2020-04-01,"Monroe","Pennsylvania",278,8,"Monroe   Pennsylvania",1344,102,94,2020-03-09,2020-03-23,2020-04-01,18353,15.1079136690647,9.58357472603243
"18072",2020-04-02,"Monroe","Pennsylvania",321,10,"Monroe   Pennsylvania",1344,102,94,2020-03-09,2020-03-23,2020-04-01,18354,13.3956386292835,23.6448477080897
"18073",2020-04-03,"Monroe","Pennsylvania",397,10,"Monroe   Pennsylvania",1344,102,94,2020-03-09,2020-03-23,2020-04-01,18355,19.1435768261965,4.86593129010553
"18074",2020-04-04,"Monroe","Pennsylvania",484,11,"Monroe   Pennsylvania",1344,102,94,2020-03-09,2020-03-23,2020-04-01,18356,17.9752066115703,-24.2024557220724
